participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.valid_code,player.payoff,group.id_in_subsession,group.amount_offered,group.offer_accepted,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
65,sh166xg8,,0,10,9,ultimatum_t1,1,Validation,10.109.135.32,2017-08-18 01:30:22.916543+00:00,0,1,A2KFSZAF4C7A06,3QFUFYSY9ZULSLOTUGZ3WVYS667F4J,0.00,2,4176702,0.00,29,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
66,l9562p18,,0,8,9,ultimatum_t1,1,Results,10.169.124.243,2017-08-18 01:30:49.540432+00:00,0,1,A32OQMVL7Y17M6,3QY5DC2MXSZK9JI89MQL9ZWM5JVUFL,0.00,1,,0.00,30,0.50,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
67,g9xr5hsr,,0,10,9,ultimatum_t1,1,Validation,10.97.160.245,2017-08-18 01:31:18.519138+00:00,0,1,A2G4O61TYSWYS9,3SLE99ER0OSBI102A73X71KGS3IZBX,0.50,1,1999864,0.50,31,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
68,n9mst2vq,,0,10,9,ultimatum_t1,1,Validation,10.236.186.89,2017-08-18 01:31:32.460880+00:00,0,1,A192EJRA8LJYMV,37TD41K0AIOXRU6UTF5KMSTVN9ISCS,0.50,2,1085305,0.50,31,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
69,go0jkvbx,,0,10,9,ultimatum_t1,1,Validation,10.16.227.159,2017-08-18 01:36:13.587031+00:00,0,1,AL5HBAJ3ZCNSD,32KTQ2V7REUSV1MMXYZ78TTHPZY9MH,0.50,2,7821350,0.50,32,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
70,2xt7w7yp,,0,8,9,ultimatum_t1,1,Results,10.65.88.66,2017-08-18 01:43:24.272555+00:00,0,1,A15WC7PG7FJ3U8,3AMYWKA6YC1TDL50C7B8GNRKUY6O61,0.00,1,,0.00,40,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
71,sh62t34s,,0,10,9,ultimatum_t1,1,Validation,10.45.73.26,2017-08-18 01:44:07.684791+00:00,0,1,A14UHV6X0JRDK6,3WS1NTTKEZR4TX6SBFC1KS8FPUTF05,0.50,1,3598632,0.50,34,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
72,1iypciou,,0,3,9,ultimatum_t1,1,WaitToStart,10.63.100.77,2017-08-18 01:44:52.805743+00:00,0,1,A1K78KY8SGVH4J,3ZGVPD4G6UWBENUJATUI7VQ2YAKTZJ,0.00,72,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
73,m82s3sh7,,0,10,9,ultimatum_t1,1,Validation,10.154.148.197,2017-08-18 01:47:36.702248+00:00,0,1,A3PQYXLTFRM14Z,3LS2AMNW5G5MN3OKRGP6MS8BUZIQO0,0.50,2,6903396,0.50,34,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
74,zyeinmnw,,0,10,9,ultimatum_t1,1,Validation,10.145.25.250,2017-08-18 01:51:15.732238+00:00,0,1,AT4NY32L3M7HO,3X4MXAO0BH3U4DCMVH5G8CV2TNKRWF,0.00,2,3155563,0.00,35,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
75,choq8rz5,,0,8,9,ultimatum_t1,1,Results,10.150.135.91,2017-08-18 01:52:17.077815+00:00,0,1,A5ZX7W5SUM0CO,3R3YRB5GRGIPDS10Y64TVYLV83LUAB,0.00,1,,0.00,36,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
76,c0uu2wr0,,0,10,9,ultimatum_t1,1,Validation,10.164.172.163,2017-08-18 01:54:15.026338+00:00,0,1,AI46QXF9WCXNB,3WETL7AQWUN88SC0OQHB0EF93D1359,0.60,1,2232858,0.60,41,0.40,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
77,g8719r3o,,0,10,9,ultimatum_t1,1,Validation,10.179.109.26,2017-08-18 01:55:53.334006+00:00,0,1,AFC9Q2YBBESIP,3570Y55XZQY74SY8U7TSU52B2NAGYA,0.00,2,1177140,0.00,36,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
78,3l2f32z6,,0,10,9,ultimatum_t1,1,Validation,10.152.233.4,2017-08-18 01:57:26.700642+00:00,0,1,AAKD9LBVTL96Y,3YT88D1N09DBQBX3VDLH23YR03WK3B,0.00,1,2047053,0.00,37,0.45,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
79,j3bftcx4,,0,10,9,ultimatum_t1,1,Validation,10.69.205.24,2017-08-18 02:02:05.915917+00:00,0,1,A2X3OGOWP394KH,3WT783CTPCWYA8PSITJPW3JVJM1BCH,0.00,2,1910242,0.00,37,0.45,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
80,wccgsdyf,,0,10,9,ultimatum_t1,1,Validation,10.179.16.238,2017-08-18 02:13:24.214554+00:00,0,1,A31EKW6T0B3QBJ,3IRIK4HM3BZS4W8XM22HLNX35LSC6Z,0.50,1,3612870,0.50,39,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
81,6rn5oxu3,,0,8,9,ultimatum_t1,1,Results,10.154.45.231,2017-08-18 02:13:41.028112+00:00,0,1,A121HFPU2RMP97,3BQU611VFQZDOH3S8PV237NXP1X99Q,0.00,2,,0.00,38,0.20,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
82,ag7o0rbe,,0,10,9,ultimatum_t1,1,Validation,10.138.121.5,2017-08-18 02:14:14.003061+00:00,0,1,A1WNHGZ8S46T3C,3ERMJ6L4DZ7OHIYTI11NUX2BUAG7MB,0.50,2,3718066,0.50,39,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
83,d1dxq5wm,,0,8,9,ultimatum_t1,1,Results,10.179.86.73,2017-08-18 02:16:49.425538+00:00,0,1,AH7VDAMSH59K3,3GD6L00D3TCA6WJRTLKETNBYROH1M9,0.00,2,,0.00,40,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
84,wvp9rjg8,,0,10,9,ultimatum_t1,1,Validation,10.81.229.55,2017-08-18 02:22:15.541496+00:00,0,1,A2KDCANVN4H2EK,3LYA37P8IR2GT61GA60NKMW3OVEBKY,0.40,2,8209084,0.40,41,0.40,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
85,92kip9og,,0,10,9,ultimatum_t1,1,Validation,10.169.197.46,2017-08-18 02:26:44.901639+00:00,0,1,AGZ0UNIZG116N,358UUM7WR0IFEYBLN9X4GWWL0XI7R2,0.00,1,,0.00,42,0.50,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
86,22o4e9b7,,0,0,9,,,,,,0,0,,,0.00,86,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
87,we2rh4cp,,0,0,9,,,,,,0,0,,,0.00,87,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
88,1ir1iluu,,0,0,9,,,,,,0,0,,,0.00,88,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
89,76jjv0v9,,0,0,9,,,,,,0,0,,,0.00,89,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
90,zf87puqd,,0,0,9,,,,,,0,0,,,0.00,90,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
91,ol2p6r79,,0,0,9,,,,,,0,0,,,0.00,91,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
92,1jx81g30,,0,0,9,,,,,,0,0,,,0.00,92,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
93,matfb4ya,,0,0,9,,,,,,0,0,,,0.00,93,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
94,5nh7tpi3,,0,0,9,,,,,,0,0,,,0.00,94,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
95,zhp7htmi,,0,0,9,,,,,,0,0,,,0.00,95,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
96,8ap9ul5j,,0,0,9,,,,,,0,0,,,0.00,96,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
97,ao3dpak4,,0,0,9,,,,,,0,0,,,0.00,97,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
98,yhnl2x2o,,0,0,9,,,,,,0,0,,,0.00,98,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
99,12tn9vll,,0,0,9,,,,,,0,0,,,0.00,99,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
100,4di7gdsp,,0,0,9,,,,,,0,0,,,0.00,100,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
101,1eih1c6e,,0,0,9,,,,,,0,0,,,0.00,101,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
102,xg1y422b,,0,0,9,,,,,,0,0,,,0.00,102,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
103,x9kohyc4,,0,0,9,,,,,,0,0,,,0.00,103,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
104,8qu8pzks,,0,0,9,,,,,,0,0,,,0.00,104,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
105,51p8v2g7,,0,0,9,,,,,,0,0,,,0.00,105,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
106,xmsdwzg2,,0,0,9,,,,,,0,0,,,0.00,106,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
107,kiktgdpn,,0,0,9,,,,,,0,0,,,0.00,107,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
108,qdui3noi,,0,0,9,,,,,,0,0,,,0.00,108,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
109,ho5zhoq4,,0,0,9,,,,,,0,0,,,0.00,109,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
110,2vq3b3dy,,0,0,9,,,,,,0,0,,,0.00,110,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
111,fgs5j7qm,,0,0,9,,,,,,0,0,,,0.00,111,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
112,ljd4tess,,0,0,9,,,,,,0,0,,,0.00,112,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
113,m9ep5mol,,0,0,9,,,,,,0,0,,,0.00,113,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
114,gbw501j3,,0,0,9,,,,,,0,0,,,0.00,114,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
115,ua2u6vlz,,0,0,9,,,,,,0,0,,,0.00,115,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
116,p3xj99ca,,0,0,9,,,,,,0,0,,,0.00,116,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
117,umgmuik9,,0,0,9,,,,,,0,0,,,0.00,117,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
118,1endbr6v,,0,0,9,,,,,,0,0,,,0.00,118,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
119,wmge5p5f,,0,0,9,,,,,,0,0,,,0.00,119,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
120,zeactdwy,,0,0,9,,,,,,0,0,,,0.00,120,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
