participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.treatment,session.config.participation_fee,consent_start2_copy.1.player.id_in_group,consent_start2_copy.1.player.payoff,consent_start2_copy.1.group.id_in_subsession,consent_start2_copy.1.subsession.round_number,ultimatum_customer_vignette.1.player.id_in_group,ultimatum_customer_vignette.1.player.valid_code,ultimatum_customer_vignette.1.player.payoff,ultimatum_customer_vignette.1.group.id_in_subsession,ultimatum_customer_vignette.1.group.amount_offered,ultimatum_customer_vignette.1.group.offer_accepted,ultimatum_customer_vignette.1.subsession.round_number,ultimatum_banker_vignette.1.player.id_in_group,ultimatum_banker_vignette.1.player.valid_code,ultimatum_banker_vignette.1.player.payoff,ultimatum_banker_vignette.1.group.id_in_subsession,ultimatum_banker_vignette.1.group.amount_offered,ultimatum_banker_vignette.1.group.offer_accepted,ultimatum_banker_vignette.1.subsession.round_number
52,n2v50v4y,,0,9,10,ultimatum_banker_vignette,1,Results,10.61.164.249,2017-08-17 01:25:20.605214+00:00,0,1,A2TYN1KHZM4E0T,3MD9PLUKKJTDJAPZDX86YWKA9Q3NZD,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,52,0,1,1,,,,,,,,2,,0,21,50,0,1
53,1yxzo1s3,,0,11,10,ultimatum_banker_vignette,1,Validation,10.169.197.46,2017-08-17 01:26:12.225193+00:00,0,1,A1QHX9C8CP6L3N,3E13VNJ1NOAOADT086MM1U4HACWI13,10,$0.35,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,53,0,1,1,,,,,,,,1,351228,10,22,10,1,1
54,u17pu4p6,,0,11,10,ultimatum_banker_vignette,1,Validation,10.171.119.12,2017-08-17 01:26:21.260982+00:00,0,1,A2SYRFPPV9WDEG,3TPWUS5F8AGQYBN3DKFLJHWGTKLWCE,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,54,0,1,1,,,,,,,,2,5892110,0,24,10,0,1
55,cxb5n6na,,0,3,10,consent_start2_copy,1,Proceed,10.30.24.121,2017-08-17 01:27:52.671222+00:00,0,1,AL3U9R1JW2HN9,3R5F3LQFV3ZV1VPBEC8JDLKFZ08OZT,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,55,0,1,1,,,,,,,,55,,0,1,,,1
56,t3wapl3o,,0,3,10,consent_start2_copy,1,Proceed,10.142.142.206,2017-08-17 01:28:01.580359+00:00,0,1,A3U6J5LDHK0M6S,3PWWM24LHTD2ASZJIOA9TOK8ZM628X,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,56,0,1,1,,,,,,,,56,,0,1,,,1
57,2bkp8lpb,,0,11,10,ultimatum_banker_vignette,1,Validation,10.157.160.84,2017-08-17 01:28:23.477086+00:00,0,1,ATP43ZVI1RP0C,30H4UDGLT3XDNO2TENV4UJTWU1MMPR,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,57,0,1,1,,,,,,,,2,1987077,0,25,0,0,1
58,0sfee6jk,,0,11,10,ultimatum_banker_vignette,1,Validation,10.81.172.78,2017-08-17 01:28:52.058079+00:00,0,1,A2N962G55T9MOB,3R5F3LQFV3ZV1VPBEC8JDLKFZ08OZT,3,$0.28,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,58,0,1,1,,,,,,,,1,2860765,3,23,3,1,1
59,gr5p9eqk,,0,3,10,consent_start2_copy,1,Proceed,10.154.45.231,2017-08-17 01:30:39.659583+00:00,0,1,AX9O2TTXVXZ8V,3K9FOBBF2IYTEL8VYWHXQH9CUHVNLU,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,59,0,1,1,,,,,,,,59,,0,1,,,1
60,2x32qq6j,,0,11,10,ultimatum_banker_vignette,1,Validation,10.13.226.198,2017-08-17 01:31:28.321776+00:00,0,1,A2WNTEVRT68JXT,3GNA64GUZFJ0FTI2M1T7DM8KD2IQ5W,97,$1.22,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,60,0,1,1,,,,,,,,2,6196769,97,23,3,1,1
61,lik05m98,,0,9,10,ultimatum_banker_vignette,1,Results,10.152.233.4,2017-08-17 01:33:31.910642+00:00,0,1,A3CXZCKT34LV8,3DPNQGW4LMUP9SVITNWZ2PLFD5C469,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,61,0,1,1,,,,,,,,2,,0,30,50,0,1
62,nb2qvwu0,,0,9,10,ultimatum_banker_vignette,1,Results,10.179.86.73,2017-08-17 01:34:22.626517+00:00,0,1,A1RTD65R1H8MQW,3EF8EXOTT2AK5OD6QO7MDVJHNRM1JZ,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,62,0,1,1,,,,,,,,1,,0,25,0,0,1
63,8kcbn1du,,0,11,10,ultimatum_banker_vignette,1,Validation,10.152.233.4,2017-08-17 01:34:47.099103+00:00,0,1,A26P7RK24NCS99,3X31TUMD7Y1Q0E16T9JZTAW9RGR1L1,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,63,0,1,1,,,,,,,,1,7001971,0,26,3,0,1
64,aycbs3gw,,0,9,10,ultimatum_banker_vignette,1,Results,10.158.162.94,2017-08-17 01:35:13.045343+00:00,0,1,A3DA81ZFKYYGFC,3EF8EXOTT2AK5OD6QO7MDVJHNRM1JZ,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,64,0,1,1,,,,,,,,2,,0,26,3,0,1
65,rlkmgeed,,0,3,10,consent_start2_copy,1,Proceed,10.71.208.240,2017-08-17 01:35:40.159301+00:00,0,1,A3QDBNW2H8EMFW,3OB0CAO74I4L4OTJEDBAF5ECHKQYHO,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,65,0,1,1,,,,,,,,65,,0,1,,,1
66,w5fz5ctk,,0,11,10,ultimatum_banker_vignette,1,Validation,10.71.211.222,2017-08-17 01:36:34.163186+00:00,0,1,A2NPUPP06POEJ0,3G2UL9A02ETMSFD1VLU6515P47276W,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,66,0,1,1,,,,,,,,2,8979388,0,27,100,1,1
67,9oanh6yr,,0,11,10,ultimatum_banker_vignette,1,Validation,10.147.39.151,2017-08-17 01:36:51.367689+00:00,0,1,A2FY943XQ73SFP,3TOK3KHVJUXCHLJ5VHG0M1RGP7WO72,100,$1.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,67,0,1,1,,,,,,,,1,294373,100,27,100,1,1
68,o8g3byur,,0,9,10,ultimatum_banker_vignette,1,Results,10.179.86.73,2017-08-17 01:37:44.328027+00:00,0,1,A23BTPB2VQKXXJ,3JWH6J9I9TSH1CMJ7JS3CED7INIBNW,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,68,0,1,1,,,,,,,,1,,0,28,0,0,1
69,mnf6czm2,,0,9,10,ultimatum_banker_vignette,1,Results,10.180.71.118,2017-08-17 01:38:58.865497+00:00,0,1,A2BA9Y6VGW6WS1,3N8OEVH1FS5J2RB4C3X2XNDBFW6OOS,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,69,0,1,1,,,,,,,,2,,0,28,0,0,1
70,6wa22feb,,0,11,10,ultimatum_banker_vignette,1,Validation,10.109.135.32,2017-08-17 01:39:09.905097+00:00,0,1,A3LE1BIVORW3VR,3JWH6J9I9TSH1CMJ7JS3CED7INIBNW,10,$0.35,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,70,0,1,1,,,,,,,,1,9683113,10,29,10,1,1
71,05dyy0f4,,0,11,10,ultimatum_banker_vignette,1,Validation,10.71.207.7,2017-08-17 01:39:15.629637+00:00,0,1,A138N5M4LIVCGV,39O5D9O87U7T7DLF304JEKLJVRRC3O,90,$1.15,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,71,0,1,1,,,,,,,,2,4201320,90,29,10,1,1
72,3elqsste,,0,11,10,ultimatum_banker_vignette,1,Validation,10.138.121.5,2017-08-17 01:40:04.473738+00:00,0,1,A3DFCGAXJHV1P9,3VFJCI1K40EY7RMMGC1YM99EZXZRGH,90,$1.15,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,72,0,1,1,,,,,,,,2,9663301,90,31,10,1,1
73,8vrg1ooj,,0,11,10,ultimatum_banker_vignette,1,Validation,10.168.65.231,2017-08-17 01:40:19.259964+00:00,0,1,A320QA9HJFUOZO,338JKRMM27EK86VGY7XUCJW5ETOHAY,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,73,0,1,1,,,,,,,,1,8696803,0,30,50,0,1
74,8oh86e5k,,0,11,10,ultimatum_banker_vignette,1,Validation,10.33.230.36,2017-08-17 01:40:58.701326+00:00,0,1,A1PDBRYBFMMFNY,3LPW2N6LKUHS7MPJ3ADCNN59GNPU56,90,$1.15,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,74,0,1,1,,,,,,,,2,6812365,90,32,10,1,1
75,9wo0mudf,,0,11,10,ultimatum_banker_vignette,1,Validation,10.170.176.153,2017-08-17 01:41:22.727026+00:00,0,1,A2GO0AIHB846UX,3TPWUS5F8AGQYBN3DKFLJHWGTKMWCF,10,$0.35,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,75,0,1,1,,,,,,,,1,8569583,10,32,10,1,1
76,xeaj2l8o,,0,9,10,ultimatum_banker_vignette,1,Results,10.30.53.152,2017-08-17 01:41:36.800959+00:00,0,1,A33CY9EY50SSLI,3C2NJ6JBKBWNDZMNOQZSBLA3OH5N26,10,$0.35,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,76,0,1,1,,,,,,,,1,,10,31,10,1,1
77,qlhg135x,,0,9,10,ultimatum_banker_vignette,1,Results,10.71.208.122,2017-08-17 01:43:14.493750+00:00,0,1,A14BI00PRA06Q3,3TVSS0C0E2F7KSPEZ6AB8RWKH6MWTY,10,$0.35,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,77,0,1,1,,,,,,,,1,,10,33,10,1,1
78,t3i4jwum,,0,10,10,ultimatum_banker_vignette,1,Validation,10.71.211.222,2017-08-17 01:45:52.869242+00:00,0,1,A2122A4H1Z51HG,3CTOC39K385YGAS8F4OVE5AUQDN7J3,90,$1.15,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,78,0,1,1,,,,,,,,2,,90,33,10,1,1
79,v1hwv2tg,,0,11,10,ultimatum_banker_vignette,1,Validation,10.179.109.26,2017-08-17 01:47:01.405140+00:00,0,1,AM0QVBV8L6QCJ,3FIJLY1B6VJ7HEACS0RRZT9NX0CFPF,10,$0.35,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,79,0,1,1,,,,,,,,1,1896718,10,40,10,1,1
80,mdt3t03x,,0,11,10,ultimatum_banker_vignette,1,Validation,10.109.132.249,2017-08-17 01:47:55.813087+00:00,0,1,A20NJGHYKL73LC,3HOSI13XH031UXTQWL56BZPD74TDDO,50,$0.75,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,80,0,1,1,,,,,,,,1,4263872,50,34,50,1,1
81,s8bm3qox,,0,11,10,ultimatum_banker_vignette,1,Validation,10.150.135.91,2017-08-17 01:49:09.554487+00:00,0,1,AN6RFUIV4EC9,3P4RDNWND6LV5U94YVSS5U034TYIJ9,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,81,0,1,1,,,,,,,,1,2591207,0,35,5,0,1
82,2qphgu30,,0,9,10,ultimatum_banker_vignette,1,Results,10.63.5.160,2017-08-17 01:49:15.332141+00:00,0,1,A1X5N37U5JPJ6Z,3C2NJ6JBKBWNDZMNOQZSBLA3OH5N26,50,$0.75,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,82,0,1,1,,,,,,,,2,,50,34,50,1,1
83,dpfarjzl,,0,11,10,ultimatum_banker_vignette,1,Validation,10.183.102.41,2017-08-17 01:49:22.169352+00:00,0,1,AIP944O0SSJM2,3GLB5JMZFYA46H3HYB6EHKSAKW9GD1,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,83,0,1,1,,,,,,,,2,5881771,0,39,10,0,1
84,hbt576i4,,0,11,10,ultimatum_banker_vignette,1,Validation,10.164.172.163,2017-08-17 01:50:11.972269+00:00,0,1,A2R3YFUNAT892R,3DI28L7YXBTCU8RECNWVGF6PIJRE1S,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,84,0,1,1,,,,,,,,2,6226758,0,35,5,0,1
85,mx40vx1m,,0,11,10,ultimatum_banker_vignette,1,Validation,10.30.39.212,2017-08-17 01:50:40.821343+00:00,0,1,A37IP04GXT3ZHS,3IRIK4HM3BZS4W8XM22HLNX35IU6CP,100,$1.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,85,0,1,1,,,,,,,,2,4300851,100,36,0,1,1
86,fqjaon9l,,0,11,10,ultimatum_banker_vignette,1,Validation,10.154.148.197,2017-08-17 01:52:19.281577+00:00,0,1,A2A0G87OKC5VIN,3ZSANO2JCGM4U6Q4KHVLUYEYKKGSF5,5,$0.30,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,86,0,1,1,,,,,,,,1,161297,5,37,5,1,1
87,hzrfxcq4,,0,11,10,ultimatum_banker_vignette,1,Validation,10.138.121.5,2017-08-17 01:53:52.221499+00:00,0,1,A2LH7SHH0DOQBP,3NC5L260MP1PWEYBD0ECAT4XNVGOF7,20,$0.45,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,87,0,1,1,,,,,,,,1,8463618,20,38,20,1,1
88,t9dzxyyy,,0,11,10,ultimatum_banker_vignette,1,Validation,10.109.163.176,2017-08-17 01:54:01.868089+00:00,0,1,A13BZCNJ0WR1T7,3IX2EGZR7CY8YTCNOIM1JM1URPHJRE,95,$1.20,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,88,0,1,1,,,,,,,,2,9280469,95,37,5,1,1
89,qkzobdjj,,0,11,10,ultimatum_banker_vignette,1,Validation,10.33.230.36,2017-08-17 01:56:33.638941+00:00,0,1,A3JM2BJIOZAGM7,3LEIZ60CDKESU8L5CNP1GVPQ41OZ9S,80,$1.05,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,89,0,1,1,,,,,,,,2,3426311,80,38,20,1,1
90,ch0nm1hk,,0,3,10,consent_start2_copy,1,Proceed,10.43.196.234,2017-08-17 01:57:59.915717+00:00,0,1,A2OF0GTKWKM2T5,3V5Q80FXIY6G9VTD67FD27CXJ0G237,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,90,0,1,1,,,,,,,,90,,0,1,,,1
91,y0ra2xp2,,0,11,10,ultimatum_banker_vignette,1,Validation,10.164.78.133,2017-08-17 02:00:30.407748+00:00,0,1,A3NF9B2NLCLZWT,3J88R45B2HDOH01XSUXD509U158PXG,90,$1.15,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,91,0,1,1,,,,,,,,2,8635029,90,44,10,1,1
92,1qs4ajbt,,0,11,10,ultimatum_banker_vignette,1,Validation,10.152.233.4,2017-08-17 02:01:06.231316+00:00,0,1,A3RT82GOZ3OGJO,3U0SRXB7CEK4HJ383GETCTIB09MNRM,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,92,0,1,1,,,,,,,,1,3943138,0,39,10,0,1
93,cwqgkgif,,0,9,10,ultimatum_banker_vignette,1,Results,10.229.95.34,2017-08-17 02:02:05.915288+00:00,0,1,A2SOHTPWH4VGP5,3K4J6M3CXF868A05E1FCRJK4ZTDAGU,15,$0.40,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,93,0,1,1,,,,,,,,1,,15,42,15,1,1
94,y45bf3hy,,0,11,10,ultimatum_banker_vignette,1,Validation,10.167.190.210,2017-08-17 02:03:25.633432+00:00,0,1,A33XXKGG4SP92D,35BLDD71I7CQRFY8FOUX8DENVT7VZ4,90,$1.15,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,94,0,1,1,,,,,,,,2,792191,90,40,10,1,1
95,34q9covc,,0,11,10,ultimatum_banker_vignette,1,Validation,10.7.198.126,2017-08-17 02:05:41.639328+00:00,0,1,A1DOTIZI6S0VIJ,3SUWZRL0MZS71USBIT8CBBX6QU86EJ,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,95,0,1,1,,,,,,,,1,8669597,0,41,10,0,1
96,hobloydp,,0,9,10,ultimatum_banker_vignette,1,Results,10.179.86.73,2017-08-17 02:06:02.903066+00:00,0,1,A281NYJUA83Y3Y,35DR22AR5EZHABWAUW06SX6TW9H3XJ,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,96,0,1,1,,,,,,,,2,,0,41,10,0,1
97,0urnfrtt,,0,11,10,ultimatum_banker_vignette,1,Validation,10.63.30.96,2017-08-17 02:14:02.138133+00:00,0,1,A1M5BJTQIXCM33,3NS0A6KXC5N79I8DQTVB8CBD8EKGZ1,85,$1.10,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,97,0,1,1,,,,,,,,2,1337675,85,42,15,1,1
98,4205swqz,,0,9,10,ultimatum_banker_vignette,1,Results,10.152.233.4,2017-08-17 02:16:21.712460+00:00,0,1,A5UHPNDXCAO7O,3JWH6J9I9TSH1CMJ7JS3CED7INKNBA,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,98,0,1,1,,,,,,,,1,,0,43,0,0,1
99,suas242j,,0,9,10,ultimatum_banker_vignette,1,Results,10.230.176.210,2017-08-17 02:21:22.043016+00:00,0,1,A2BACJE00ZUDXS,3L70J4KAZH13WQQECBE4LYH7M1YDAO,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,99,0,1,1,,,,,,,,2,,0,43,0,0,1
100,ytnfsprr,,0,11,10,ultimatum_banker_vignette,1,Validation,10.41.203.70,2017-08-17 02:21:30.817187+00:00,0,1,A3DS9H1GTXNF4K,3QXNC7EIPJAVSNFF8TC9AWM4MU7093,10,$0.35,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,100,0,1,1,,,,,,,,1,4358451,10,44,10,1,1
101,qr2sb31n,,0,11,10,ultimatum_banker_vignette,1,Validation,10.43.185.17,2017-08-17 02:29:56.231117+00:00,0,1,A2AUMGW4F3G1OF,3SNLUL3WO5269BS4VXTJ4C162DSLUO,18,$0.43,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,101,0,1,1,,,,,,,,1,9528364,18,45,18,1,1
102,aro6670r,,0,3,10,consent_start2_copy,1,Proceed,10.145.25.250,2017-08-17 02:30:27.841380+00:00,0,1,ART2B51OIA2V3,3JWH6J9I9TSH1CMJ7JS3CED7INKNBA,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,102,0,1,1,,,,,,,,102,,0,1,,,1
103,h7s0agl1,,0,11,10,ultimatum_banker_vignette,1,Validation,10.152.233.4,2017-08-17 02:33:10.522017+00:00,0,1,A1ND6DXPVHKW0C,35K3O9HUACS3KNLMJMBG5HAJJTCFEW,82,$1.07,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,103,0,1,1,,,,,,,,2,1676742,82,45,18,1,1
104,k1fcj5b5,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,104,0,1,1,,,,,,,,104,,0,1,,,1
105,csqa20oa,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,105,0,1,1,,,,,,,,105,,0,1,,,1
106,bhj0vhkr,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,106,0,1,1,,,,,,,,106,,0,1,,,1
107,xgiq6cj6,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,107,0,1,1,,,,,,,,107,,0,1,,,1
108,wagrz0i1,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,108,0,1,1,,,,,,,,108,,0,1,,,1
109,7gjkq7p1,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,109,0,1,1,,,,,,,,109,,0,1,,,1
110,cjgc9jk2,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,110,0,1,1,,,,,,,,110,,0,1,,,1
111,7mfgfbt4,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,111,0,1,1,,,,,,,,111,,0,1,,,1
